"2,2",p,p,p,p,p,p,p,h,h,h
"3,3",p,p,p,p,p,p,p,h,h,h
"6,6",h,h,p,p,p,h,h,h,h,h
"7,7",p,p,p,p,p,p$,h,h,h,h
"8,8",p,p,p,p,p,p,p,p,p,r
"9,9",s,p,p,p,p,s,p,p,s,s
"A,A",p,p,p,p,p,p,p,p,p,p
