13,h,d3,d,d,d,h,h,h,h,h
14,h,d3,d4,d,d,h,h,h,h,h
15,h,h,d4,d4,d5,h,h,h,h,h
16,h,h,d3,d4,d5,h,h,h,h,h
17,h,h,d3,d4,d5,h,h,h,h,h
18,s4,s4,d4,d5,d6,s6,s4,h,h,h
19,s,s,s,s,s,s,s,s,s,s
